Crime_Type,Charges_Filed,Time_Served_Months,Prior_Criminal_History,Risk_of_Flight,Influence_on_Trial,Bail_Decision,Socio_Economic_Status
Non-violent,['IPC 307'],32,0,0.677073712658448,0.5032094167515431,Rejected,Middle
Non-violent,['Narcotics Act'],20,0,0.7722402758932766,0.014079663282890675,Rejected,High
Non-violent,"['IPC 420', 'Narcotics Act']",34,1,0.47321318688439873,0.006957587303291213,Rejected,High
Economic,"['Economic Offenses Act', 'Cyber Laws', 'IPC 420']",16,1,0.6177269240617943,0.2401266204515199,Rejected,High
Violent,"['IPC 420', 'IPC 302']",25,0,0.45632592382239856,0.10080719713908526,Granted,Middle
Cyber Crime,['Narcotics Act'],12,1,0.8940913692578455,0.2602113679357536,Granted,High
Non-violent,['IPC 379'],7,1,0.49786918051431917,0.1770432945283974,Rejected,Low
Drug-related,"['Cyber Laws', 'IPC 420', 'IPC 302']",39,0,0.8418087090288189,0.02852002483864824,Rejected,High
Non-violent,['Cyber Laws'],17,0,0.8013520582702486,0.9093041464060494,Granted,Middle
Drug-related,['Narcotics Act'],45,1,0.41050482134835653,0.008223131388891525,Rejected,Middle
Economic,['IPC 302'],11,1,0.23008449185747504,0.7360821443370854,Rejected,Low
Drug-related,['IPC 307'],6,1,0.406082132559771,0.15214788691951653,Rejected,Low
Cyber Crime,['Cyber Laws'],23,1,0.8262173757752201,0.9122296219996,Rejected,Low
Violent,['IPC 379'],27,0,0.22763253581939236,0.8927959395898858,Rejected,Middle
Drug-related,"['IPC 379', 'IPC 379', 'IPC 307']",46,1,0.5244363458577493,0.6539011463692573,Rejected,High
Drug-related,"['Narcotics Act', 'IPC 379']",6,0,0.8060967479607475,0.6722341498006051,Granted,High
Violent,"['IPC 302', 'Narcotics Act']",38,0,0.3534774751283788,0.005339141969688543,Granted,Low
Cyber Crime,"['Economic Offenses Act', 'IPC 420']",2,1,0.6422096370026974,0.984871566113602,Granted,Low
Non-violent,['IPC 420'],22,1,0.24563157404881453,0.8778326035758144,Granted,High
Drug-related,"['Economic Offenses Act', 'IPC 420', 'IPC 379']",20,1,0.10927944536815992,0.895106225730092,Rejected,Low
Violent,['IPC 420'],25,0,0.7943842250928563,0.6592445370508719,Rejected,High
Economic,"['Narcotics Act', 'IPC 379', 'Narcotics Act']",15,0,0.09896862340870682,0.34478692865453653,Granted,High
Violent,"['IPC 307', 'IPC 379', 'IPC 420']",29,0,0.2713813950795846,0.8936486490904808,Granted,High
Economic,"['Narcotics Act', 'IPC 302', 'IPC 379']",8,0,0.8551094219974401,0.29151692815119234,Granted,High
Cyber Crime,"['Cyber Laws', 'IPC 302']",37,1,0.3464692870786672,0.5627115433422029,Granted,Middle
Non-violent,"['IPC 379', 'Narcotics Act']",33,0,0.9730453495141611,0.0997309723438824,Granted,High
Violent,"['Narcotics Act', 'IPC 420', 'Narcotics Act']",22,0,0.9797343347738597,0.9219556301327502,Rejected,Low
Drug-related,['Narcotics Act'],47,1,0.2682760204535567,0.14077045777121333,Rejected,Low
Cyber Crime,"['IPC 379', 'Economic Offenses Act']",5,0,0.04097822224989045,0.22489680573040727,Granted,Low
Violent,"['Narcotics Act', 'IPC 307', 'IPC 379']",39,0,0.7050632842053791,0.558134158128215,Granted,Low
Drug-related,"['Narcotics Act', 'Economic Offenses Act']",18,1,0.4509865026483437,0.7640930002129815,Rejected,Middle
Violent,"['Narcotics Act', 'Cyber Laws']",38,0,0.10075284395957629,0.619351305936299,Rejected,High
Economic,"['Economic Offenses Act', 'IPC 420', 'Narcotics Act']",37,0,0.7075228189780428,0.23213391280015616,Rejected,High
Violent,['IPC 420'],30,0,0.031174909111921223,0.0009430425274903342,Granted,Low
Violent,['Cyber Laws'],31,0,0.8701966904922421,0.7571505803074392,Rejected,Low
Violent,"['IPC 420', 'Cyber Laws']",10,1,0.13865252911330372,0.9852073259110937,Granted,Low
Cyber Crime,['IPC 379'],15,0,0.127311878746725,0.8099131203060904,Granted,High
Violent,"['IPC 307', 'IPC 420', 'IPC 420']",42,1,0.17567229796858452,0.46020661815661534,Rejected,Middle
Drug-related,"['Economic Offenses Act', 'Economic Offenses Act']",44,0,0.9602663584920665,0.9037672613991066,Rejected,Middle
Economic,"['IPC 420', 'Cyber Laws']",18,1,0.693169360253846,0.40984767311835,Rejected,Middle
Economic,"['IPC 302', 'Cyber Laws', 'Economic Offenses Act']",23,1,0.8013715354636367,0.5249340842434675,Granted,Middle
Violent,"['IPC 379', 'IPC 379', 'IPC 302']",33,1,0.397634985732753,0.47712976739568325,Rejected,Low
Cyber Crime,"['IPC 307', 'IPC 302', 'IPC 379']",16,0,0.33631272750495556,0.44762387266552495,Rejected,High
Cyber Crime,['Cyber Laws'],38,0,0.23448400678316994,0.7751907692939057,Granted,Low
Drug-related,"['IPC 307', 'IPC 420', 'IPC 379']",35,0,0.48064802831240894,0.526768907269492,Rejected,Middle
Violent,"['Economic Offenses Act', 'Economic Offenses Act', 'IPC 420']",34,1,0.5518287335341685,0.31671712202521607,Rejected,Low
Economic,"['Narcotics Act', 'IPC 379', 'Economic Offenses Act']",28,0,0.6317748436527554,0.2581581676584783,Granted,Middle
Cyber Crime,['IPC 420'],2,0,0.2571185039986945,0.037747316967433386,Granted,High
Violent,['IPC 302'],30,0,0.9486540809029906,0.583195161883046,Granted,Middle
Cyber Crime,['IPC 302'],13,0,0.16975849820713584,0.2299614154010342,Granted,Low
Cyber Crime,['IPC 379'],41,1,0.9656531747664123,0.1481339220163831,Granted,High
Economic,"['Cyber Laws', 'IPC 379', 'IPC 379']",16,1,0.014856122507503788,0.6538299638276777,Rejected,Middle
Non-violent,['Narcotics Act'],5,0,0.4811256918168456,0.6812092578215488,Rejected,Middle
Drug-related,"['Cyber Laws', 'Narcotics Act', 'Economic Offenses Act']",28,0,0.3333678381165628,0.752154892257666,Granted,High
Drug-related,"['IPC 307', 'Cyber Laws', 'Narcotics Act']",39,0,0.4491234139302508,0.5035768963385915,Rejected,Low
Economic,"['IPC 379', 'IPC 379']",45,1,0.570664578980789,0.8940546052038866,Rejected,High
Cyber Crime,"['IPC 307', 'IPC 307']",20,0,0.43558915801270903,0.9363427533982278,Granted,Low
Violent,"['Narcotics Act', 'IPC 420']",24,1,0.41484685030159496,0.8073709397924894,Granted,Middle
Cyber Crime,"['IPC 302', 'IPC 379']",27,1,0.7327234154133065,0.6355934820081872,Granted,Middle
Economic,"['IPC 302', 'Cyber Laws']",30,0,0.6858762750864646,0.30372095359118867,Rejected,High
Drug-related,"['IPC 379', 'IPC 379', 'IPC 307']",45,0,0.8332712820358479,0.9829449216202212,Granted,Middle
Cyber Crime,"['IPC 302', 'Economic Offenses Act']",27,0,0.24995898123949556,0.27413616719193834,Rejected,High
Drug-related,"['Economic Offenses Act', 'IPC 379']",26,1,0.6095285097540636,0.20265692199043106,Rejected,Middle
Violent,['IPC 420'],7,1,0.5851947853928539,0.44215411378658276,Rejected,Middle
Drug-related,['Narcotics Act'],42,0,0.36973781087268875,0.05684057071238846,Rejected,Low
Drug-related,['Economic Offenses Act'],47,1,0.4860575419026809,0.9784944646717908,Granted,High
Non-violent,['Narcotics Act'],38,0,0.31378214330572873,0.5884335564164248,Rejected,High
Non-violent,['IPC 420'],5,0,0.1418443976169852,0.5569520916641753,Granted,Middle
Non-violent,['Economic Offenses Act'],23,1,0.21380121066273283,0.6557962798997199,Rejected,Low
Drug-related,['IPC 420'],28,1,0.10551364640120109,0.49702364777720665,Granted,Low
Economic,"['IPC 307', 'Economic Offenses Act', 'Economic Offenses Act']",34,1,0.6830695751901241,0.03206351709454158,Granted,High
Drug-related,['IPC 307'],15,1,0.6607273931091515,0.6123112888403968,Granted,High
Economic,"['Cyber Laws', 'IPC 420']",32,0,0.9506063715798728,0.7161738769564306,Rejected,Middle
Economic,"['Economic Offenses Act', 'Cyber Laws']",26,0,0.7296784136472413,0.41674906062405315,Rejected,High
Non-violent,"['IPC 379', 'IPC 379', 'Cyber Laws']",31,0,0.052045838756131446,0.7572955720711929,Rejected,Middle
Cyber Crime,['Narcotics Act'],19,1,0.8842451739289542,0.22700129933842061,Granted,Low
Violent,"['Narcotics Act', 'Narcotics Act']",9,0,0.8626751629457258,0.22127659106618403,Rejected,High
Non-violent,"['IPC 379', 'Cyber Laws', 'IPC 307']",29,1,0.4433203207726987,0.16141698768757395,Rejected,Low
Non-violent,['Economic Offenses Act'],39,1,0.5858630505279215,0.37199475978916186,Rejected,Low
Cyber Crime,"['IPC 307', 'IPC 420']",4,1,0.9760783324725189,0.8470120353890835,Granted,Middle
Violent,"['IPC 420', 'IPC 307']",3,0,0.5323043638481663,0.8279120621490643,Rejected,Low
Drug-related,"['IPC 307', 'Narcotics Act']",29,1,0.9053218283760898,0.3828242079635038,Rejected,Middle
Drug-related,"['Economic Offenses Act', 'IPC 420', 'IPC 307']",11,1,0.08303875781018644,0.5891187359802366,Granted,Middle
Non-violent,"['IPC 379', 'Economic Offenses Act', 'Cyber Laws']",33,1,0.19105186870868285,0.7208163164749156,Granted,Low
Violent,"['Economic Offenses Act', 'IPC 379']",38,1,0.4407549434413178,0.24120677462802298,Granted,Low
Non-violent,"['Narcotics Act', 'Economic Offenses Act']",11,1,0.5847568083373047,0.16814108589474708,Granted,Middle
Economic,['Economic Offenses Act'],27,1,0.8162278518628002,0.972095993212311,Granted,Middle
Non-violent,['IPC 302'],33,1,0.9882621151431868,0.6175573132096185,Granted,Low
Non-violent,['Cyber Laws'],21,1,0.38885149647411643,0.9814157218336639,Rejected,Middle
Drug-related,['Narcotics Act'],39,1,0.04741563614008493,0.3377559871322291,Rejected,Middle
Drug-related,['IPC 379'],31,1,0.8011715032953248,0.7030316999741315,Granted,High
Drug-related,['IPC 379'],38,1,0.6043807190828081,0.22260363654123771,Rejected,High
Economic,['IPC 302'],46,1,0.19854285886820167,0.26120017127391293,Granted,High
Drug-related,"['Economic Offenses Act', 'IPC 302']",2,0,0.49482845662142017,0.511902121269624,Rejected,High
Violent,"['Economic Offenses Act', 'Cyber Laws', 'IPC 307']",27,0,0.7423102455337244,0.3196181255080712,Granted,High
Cyber Crime,"['IPC 420', 'Cyber Laws']",36,1,0.7704117870686438,0.16762156384058446,Granted,Middle
Violent,"['Cyber Laws', 'IPC 307']",11,1,0.499618411998762,0.262880701989326,Rejected,Middle
Violent,"['IPC 420', 'Narcotics Act']",47,1,0.30521453012885913,0.03574839446586464,Rejected,High
Drug-related,"['Cyber Laws', 'Cyber Laws', 'Economic Offenses Act']",18,0,0.9737425820384935,0.7044236214774866,Rejected,Low
Cyber Crime,['IPC 379'],1,0,0.6633626109564928,0.4921166570858616,Rejected,High
Cyber Crime,"['IPC 307', 'IPC 420', 'Economic Offenses Act']",35,0,0.4082375193462987,0.09424306640452562,Rejected,Low
Cyber Crime,"['Cyber Laws', 'IPC 307', 'IPC 307']",35,1,0.2804632242046524,0.1716939931284912,Rejected,Middle
Economic,"['Economic Offenses Act', 'IPC 379']",31,1,0.7311029830035621,0.10253453811264401,Rejected,Low
Drug-related,['IPC 420'],28,1,0.2421834455937677,0.6125928082758765,Rejected,Middle
Cyber Crime,['Economic Offenses Act'],39,1,0.17170998897368817,0.0942103636124938,Granted,Low
Economic,['Economic Offenses Act'],1,0,0.5298338889620703,0.7542823330352161,Rejected,Middle
Non-violent,['IPC 307'],25,1,0.28998739264414186,0.020510919320391174,Rejected,Middle
Non-violent,['IPC 307'],43,0,0.628905144923615,0.2493757879958921,Granted,High
Economic,"['Cyber Laws', 'Cyber Laws']",38,0,0.11793867487423348,0.8906666758919072,Granted,Middle
Economic,['Economic Offenses Act'],20,1,0.6549411045673216,0.718531318122246,Granted,High
Drug-related,"['IPC 302', 'Cyber Laws']",3,0,0.2832965279977022,0.07296833292568772,Granted,High
Drug-related,['IPC 420'],2,0,0.00024293443451273156,0.8211261044851798,Rejected,High
Non-violent,['Narcotics Act'],18,0,0.12693605767417637,0.4930351215402048,Rejected,Low
Cyber Crime,"['IPC 302', 'IPC 302', 'IPC 379']",44,0,0.9336153778350941,0.8467830271688292,Granted,Low
Non-violent,"['IPC 302', 'IPC 379', 'IPC 307']",10,1,0.8673546391153578,0.6007397744503934,Granted,Middle
Cyber Crime,"['Economic Offenses Act', 'IPC 379']",5,1,0.23360903203623684,0.6818330320328587,Rejected,High
Cyber Crime,['IPC 379'],9,0,0.7783719045454912,0.9935015603957081,Rejected,High
Drug-related,['Cyber Laws'],2,1,0.6085715931739742,0.23233554592401817,Rejected,Middle
Violent,"['Narcotics Act', 'IPC 302', 'IPC 307']",34,0,0.9709047114498695,0.6239455747613883,Rejected,High
Violent,"['IPC 307', 'Narcotics Act', 'IPC 302']",38,1,0.3736056595340591,0.46032139005739836,Granted,Middle
Economic,"['IPC 302', 'Economic Offenses Act', 'IPC 307']",31,1,0.6814606125171713,0.039451952922691436,Rejected,High
Drug-related,"['Economic Offenses Act', 'Narcotics Act', 'Narcotics Act']",10,1,0.06353572242391858,0.014470641502865034,Granted,Low
Cyber Crime,"['Narcotics Act', 'Narcotics Act', 'IPC 302']",12,1,0.39624734681640594,0.11922857781785867,Granted,Middle
Violent,"['IPC 302', 'IPC 420', 'Economic Offenses Act']",36,1,0.9638176611881805,0.6490917405385481,Granted,Middle
Cyber Crime,['Cyber Laws'],21,0,0.5389808744501206,0.5671630879133922,Rejected,Low
Violent,['Narcotics Act'],47,1,0.2878795033348446,0.5534295611637274,Granted,Middle
Violent,"['IPC 379', 'IPC 420', 'Narcotics Act']",6,0,0.12027096312860686,0.031856762528260085,Rejected,Low
Violent,"['IPC 302', 'Narcotics Act']",3,0,0.7035283401815304,0.46930299636000705,Granted,High
Drug-related,"['Economic Offenses Act', 'IPC 420']",10,1,0.6448560434297268,0.9246228178425285,Rejected,Low
Non-violent,['IPC 379'],5,0,0.3739387136037746,0.3975918693106466,Granted,Low
Cyber Crime,"['IPC 307', 'Cyber Laws', 'IPC 379']",46,1,0.9509413518658343,0.6249224697884563,Granted,Middle
Drug-related,['IPC 420'],26,0,0.022202812987850318,0.7798186756231436,Rejected,High
Drug-related,"['IPC 302', 'Narcotics Act', 'IPC 307']",21,0,0.3037238516318258,0.7839252791418876,Rejected,Low
Drug-related,['Narcotics Act'],45,1,0.9210694862995814,0.5192800823952713,Granted,High
Drug-related,"['IPC 307', 'IPC 302', 'IPC 302']",26,1,0.3209354383194404,0.8579519454023363,Granted,Low
Drug-related,"['IPC 379', 'Cyber Laws']",38,1,0.2522528338551704,0.39137809336374696,Rejected,Middle
Economic,"['IPC 302', 'IPC 420']",44,1,0.5342204099312473,0.8886932147847983,Granted,Low
Cyber Crime,['Economic Offenses Act'],26,0,0.8238017499205379,0.2402271663955453,Rejected,Low
Drug-related,['Narcotics Act'],8,1,0.10314676087836105,0.28021640699057104,Rejected,High
Cyber Crime,"['IPC 302', 'Economic Offenses Act']",5,0,0.9430207096457361,0.0531206241990011,Granted,Low
Economic,"['IPC 379', 'IPC 420']",15,0,0.795072881181164,0.7955818365422829,Rejected,Middle
Economic,"['IPC 420', 'IPC 420']",16,0,0.18125025555155194,0.4170552362327056,Granted,Middle
Cyber Crime,['IPC 420'],1,0,0.7120079611981627,0.22911661391139904,Rejected,Low
Violent,"['Cyber Laws', 'IPC 302']",16,0,0.38495872263755715,0.23179027761657967,Rejected,Low
Non-violent,['IPC 420'],37,0,0.4022946780763187,0.9013999412292332,Granted,High
Violent,"['IPC 379', 'Narcotics Act', 'IPC 302']",3,1,0.7832900924388664,0.8339166004610369,Rejected,High
Violent,['Cyber Laws'],47,0,0.9627848079807322,0.5535308853571833,Granted,Middle
Violent,"['IPC 307', 'Narcotics Act']",31,0,0.12665587284719393,0.6161108004157211,Rejected,High
Drug-related,"['Narcotics Act', 'IPC 307', 'Cyber Laws']",13,0,0.4206302368788194,0.474325570550291,Rejected,Low
Economic,['Narcotics Act'],16,1,0.48094160808430353,0.39166654287880887,Rejected,Middle
Violent,"['IPC 307', 'Cyber Laws']",43,1,0.3763118169549976,0.9154768812183315,Rejected,High
Economic,['IPC 420'],21,0,0.363189123716225,0.12561270352030207,Granted,Middle
Cyber Crime,"['IPC 307', 'IPC 379']",2,1,0.05226866756159654,0.41844678971622795,Rejected,Low
Non-violent,['IPC 379'],27,0,0.6855386205626233,0.34456190798787534,Rejected,High
Cyber Crime,"['Cyber Laws', 'IPC 302', 'IPC 420']",38,1,0.4362144171200454,0.49815072025114837,Rejected,Low
Cyber Crime,"['IPC 420', 'Narcotics Act']",26,0,0.19479380264392676,0.45763187454517507,Granted,Low
Drug-related,"['IPC 302', 'IPC 420', 'IPC 307']",38,1,0.8160335023020684,0.5188895316510814,Granted,Middle
Non-violent,"['Cyber Laws', 'IPC 302']",46,1,0.8025607481516279,0.1399189772269941,Granted,Middle
Cyber Crime,"['IPC 420', 'Economic Offenses Act', 'IPC 302']",25,1,0.4863916280888938,0.5131415015132771,Granted,Middle
Cyber Crime,"['IPC 420', 'IPC 379']",11,0,0.29845066114776053,0.24241881388721087,Rejected,High
Non-violent,"['Narcotics Act', 'IPC 307']",8,0,0.6380927257964524,0.18433134898819126,Rejected,High
Non-violent,"['Economic Offenses Act', 'Cyber Laws', 'IPC 302']",8,0,0.28815213577740306,0.06483421878619122,Rejected,Middle
Cyber Crime,"['Narcotics Act', 'Cyber Laws']",33,1,0.23600793032371203,0.7626525587561409,Granted,High
Non-violent,"['Narcotics Act', 'IPC 302', 'IPC 302']",7,1,0.7305146540263266,0.42744192085655996,Granted,High
Cyber Crime,"['IPC 307', 'Economic Offenses Act', 'IPC 420']",38,0,0.0403252397209507,0.6266436833117583,Rejected,Middle
Cyber Crime,['Cyber Laws'],21,1,0.09476847103459396,0.7275933433047433,Rejected,Low
Drug-related,"['Narcotics Act', 'IPC 420', 'Narcotics Act']",8,0,0.006788174023589777,0.6793166653135535,Rejected,High
Violent,"['IPC 420', 'Economic Offenses Act', 'IPC 379']",21,0,0.15294318647542615,0.4705007190896823,Granted,High
Cyber Crime,['IPC 379'],20,0,0.06899000871045946,0.3878985289517298,Rejected,Low
Economic,['Economic Offenses Act'],8,0,0.9958023677799186,0.3759599096406637,Rejected,Low
Violent,['Narcotics Act'],46,1,0.2888099699540896,0.6400487969300563,Granted,Low
Violent,"['IPC 379', 'IPC 420']",31,1,0.14926801266924727,0.4947943549418734,Granted,Middle
Violent,"['Narcotics Act', 'IPC 302', 'Narcotics Act']",29,1,0.24099625799591795,0.8491322479885106,Rejected,Low
Drug-related,"['IPC 307', 'IPC 420']",9,0,0.9361255715401346,0.8747019843267121,Granted,Middle
Cyber Crime,['Economic Offenses Act'],15,1,0.5201602230243957,0.17056037800651846,Rejected,Low
Drug-related,"['IPC 420', 'IPC 307', 'IPC 420']",30,0,0.3648180963078569,0.13623365154572564,Rejected,Low
Cyber Crime,"['IPC 302', 'Economic Offenses Act']",26,0,0.8733914579092193,0.6304009260359995,Rejected,Middle
Drug-related,['IPC 420'],10,0,0.39499027054903246,0.3012257480622794,Rejected,Middle
Drug-related,"['IPC 379', 'Economic Offenses Act']",29,0,0.3350085699576958,0.01857071876509886,Granted,Low
Economic,"['IPC 302', 'IPC 302']",16,0,0.20728252254973556,0.8886426693629551,Granted,Low
Drug-related,"['IPC 307', 'IPC 420', 'Economic Offenses Act']",36,0,0.3777968239094115,0.22690076724380825,Granted,Low
Non-violent,"['IPC 302', 'IPC 307']",20,1,0.316684356016926,0.9292806516858091,Rejected,High
Economic,['IPC 307'],45,1,0.677303959298141,0.7174344508782536,Rejected,Low
Drug-related,"['Narcotics Act', 'IPC 379', 'IPC 379']",37,1,0.2895827046707271,0.7626534899114843,Rejected,Middle
Violent,['Narcotics Act'],22,1,0.5771997464225614,0.20146149579316042,Granted,High
Non-violent,"['Economic Offenses Act', 'IPC 420', 'IPC 379']",7,0,0.0658921650319727,0.23419442561681292,Granted,Middle
Non-violent,"['IPC 302', 'IPC 302', 'Economic Offenses Act']",23,0,0.19128915669651436,0.5212677538240658,Rejected,High
Non-violent,"['Cyber Laws', 'IPC 420']",41,1,0.40740527161134876,0.17209985264986216,Granted,High
Economic,['Economic Offenses Act'],40,1,0.9369492539086954,0.3054316926830323,Granted,Middle
Drug-related,"['IPC 302', 'Cyber Laws', 'IPC 307']",29,1,0.3772519857156954,0.32146247794780447,Granted,High
Drug-related,"['IPC 302', 'IPC 307']",16,1,0.6640741211998341,0.1596299332527641,Granted,Middle
Violent,['IPC 420'],38,1,0.25508722242139814,0.20518283339516075,Rejected,Low
Violent,['IPC 379'],28,1,0.12703357597323173,0.7885518420082566,Granted,High
Non-violent,"['IPC 302', 'IPC 307']",38,1,0.05853660008005013,0.16719585454726837,Rejected,Middle
Violent,"['IPC 379', 'IPC 307']",31,1,0.30541349854275135,0.028457391843922486,Granted,High
Economic,"['Narcotics Act', 'IPC 307', 'Narcotics Act']",14,0,0.15766102679690797,0.6293549426289384,Rejected,Middle
Drug-related,"['Narcotics Act', 'Cyber Laws']",33,0,0.1740104480161242,0.97598311939245,Rejected,Low
Non-violent,"['Cyber Laws', 'Cyber Laws']",9,0,0.76075930838695,0.3312138146231214,Granted,Low
Violent,"['IPC 307', 'Cyber Laws']",27,0,0.015838070944874216,0.1186557031962523,Rejected,High
Economic,"['Cyber Laws', 'Narcotics Act']",24,1,0.5578101257354344,0.5703873253675308,Rejected,High
Economic,"['Cyber Laws', 'IPC 379', 'Cyber Laws']",13,0,0.3794613805934648,0.9063542110956462,Granted,Middle
Violent,"['Narcotics Act', 'IPC 420']",26,1,0.5065499999085472,0.7840617798284788,Rejected,Middle
Drug-related,['IPC 379'],29,0,0.5628302372146029,0.622515868412716,Granted,High
Violent,['IPC 302'],43,1,0.3133676944572782,0.3150564966075994,Rejected,Middle
Non-violent,"['Narcotics Act', 'IPC 307', 'IPC 379']",28,1,0.2951088601842853,0.54188017327622,Granted,Middle
Violent,"['IPC 420', 'IPC 420', 'Cyber Laws']",28,0,0.7334018493349057,0.09124484130425536,Granted,Middle
Economic,['IPC 420'],8,0,0.8712769881211572,0.67894542428067,Granted,High
Violent,"['IPC 420', 'IPC 379', 'IPC 307']",23,1,0.19258163245852788,0.7250960188976509,Granted,Low
Drug-related,"['IPC 302', 'IPC 420']",29,1,0.09761876053514895,0.9650316229099188,Granted,Low
Cyber Crime,"['Narcotics Act', 'IPC 302', 'IPC 307']",5,1,0.8977958063920259,0.26039735874507164,Rejected,Middle
Violent,"['Economic Offenses Act', 'Economic Offenses Act', 'Cyber Laws']",42,0,0.34989546364739865,0.018456419043022643,Rejected,High
Drug-related,"['IPC 307', 'IPC 307']",7,0,0.5513173906628142,0.5456084644271506,Granted,Middle
Drug-related,"['IPC 420', 'IPC 420']",42,1,0.35954314452000347,0.7067905043968145,Rejected,Low
Economic,"['Narcotics Act', 'IPC 379', 'Narcotics Act']",36,0,0.1258023363460513,0.790407475882988,Rejected,Middle
Drug-related,"['IPC 302', 'IPC 379']",41,1,0.589331644947728,0.1937389330248106,Rejected,Low
Drug-related,"['Narcotics Act', 'IPC 307', 'IPC 307']",27,0,0.5251408517696297,0.26175286903702366,Granted,High
Drug-related,"['Narcotics Act', 'IPC 307', 'Cyber Laws']",46,0,0.20299355919119721,0.5125909252672963,Granted,Middle
Drug-related,"['Cyber Laws', 'IPC 302', 'IPC 379']",2,0,0.45186904465227784,0.33060080997000185,Rejected,High
Non-violent,"['IPC 302', 'IPC 379', 'IPC 420']",25,0,0.7969475040156458,0.860511486587445,Granted,Middle
Non-violent,"['Cyber Laws', 'Narcotics Act']",9,0,0.5904261031078913,0.47376015373872027,Granted,Middle
Economic,"['IPC 420', 'IPC 302']",27,1,0.09691732706699485,0.799578644102003,Rejected,Middle
Violent,['IPC 307'],1,1,0.5480214972291351,0.5806197604823538,Granted,Middle
Drug-related,['IPC 420'],23,0,0.7027382992895869,0.773090141617112,Granted,Middle
Violent,"['Economic Offenses Act', 'IPC 379']",10,1,0.7927034057807514,0.33267298653032384,Granted,High
Violent,['IPC 307'],42,1,0.6291175786342668,0.8314166219303112,Granted,High
Economic,"['Economic Offenses Act', 'IPC 379']",25,0,0.15265816454078374,0.2745723155510216,Granted,Low
Drug-related,"['Narcotics Act', 'IPC 379']",3,1,0.7101732665901607,0.5460988080032908,Rejected,Middle
Drug-related,['Narcotics Act'],6,0,0.6773418460815164,0.21400711317387422,Granted,Low
Cyber Crime,"['IPC 420', 'Narcotics Act', 'Narcotics Act']",6,1,0.02442688294063322,0.47552652162619335,Granted,High
Violent,"['IPC 420', 'IPC 302']",2,1,0.41174766759024317,0.31817520950870315,Rejected,Low
Violent,"['Economic Offenses Act', 'IPC 379']",18,1,0.3329502469623733,0.26670343063721424,Rejected,High
Non-violent,"['IPC 379', 'IPC 302']",23,1,0.6694120642536434,0.9669850180280375,Granted,Middle
Cyber Crime,['Narcotics Act'],2,1,0.21613581231092072,0.16007410548673062,Rejected,Low
Non-violent,"['IPC 302', 'IPC 379', 'IPC 420']",12,1,0.5908719229742585,0.7873258374573953,Granted,Low
Non-violent,['Cyber Laws'],22,1,0.9132059618141724,0.9841649594832149,Rejected,Low
Non-violent,"['IPC 379', 'IPC 302', 'Economic Offenses Act']",37,0,0.7978023722086077,0.01990148374007783,Granted,Low
Economic,"['IPC 307', 'Cyber Laws', 'IPC 302']",20,0,0.9214577362165304,0.699027414042095,Rejected,Middle
Economic,"['Narcotics Act', 'IPC 420']",39,0,0.97850596693269,0.2529118055562871,Granted,High
Non-violent,['IPC 420'],24,0,0.010670127006162766,0.040487824328304445,Rejected,High
Cyber Crime,['IPC 379'],20,1,0.6227412763774776,0.4028895789566308,Granted,Middle
Violent,"['IPC 420', 'IPC 302']",1,1,0.41283939775890643,0.935217810170875,Granted,High
Cyber Crime,"['IPC 302', 'IPC 307']",1,1,0.8598544903351217,0.011765094366997686,Granted,Low
Drug-related,"['Narcotics Act', 'IPC 420']",17,0,0.2518147020091317,0.5878856919297817,Rejected,Middle
Economic,"['IPC 307', 'IPC 379', 'IPC 379']",1,0,0.9810294891150761,0.5013964785953243,Rejected,High
Violent,['IPC 302'],45,0,0.6137079695437473,0.8733841643710475,Granted,Middle
Violent,['IPC 307'],30,1,0.793537402228831,0.08400171452062566,Granted,Middle
Drug-related,['IPC 302'],41,0,0.08559955282276832,0.6815260298866503,Granted,High
Drug-related,"['IPC 307', 'Narcotics Act']",47,1,0.18345788475886504,0.6801096984332773,Granted,High
Non-violent,['Narcotics Act'],3,0,0.7584036730342032,0.6690800168622832,Rejected,Middle
Economic,['IPC 379'],46,1,0.02198652203932361,0.942334494935037,Rejected,Middle
Economic,"['Narcotics Act', 'IPC 379', 'IPC 420']",11,0,0.8168779858937828,0.8230875290068804,Rejected,High
Cyber Crime,"['IPC 379', 'IPC 379']",24,1,0.013949018691911452,0.04197272624350601,Granted,Middle
Non-violent,['IPC 420'],22,0,0.6571188390612733,0.47108285070451317,Granted,High
Non-violent,"['Economic Offenses Act', 'Economic Offenses Act', 'Economic Offenses Act']",44,0,0.36509392023180587,0.3979530562013335,Rejected,Middle
Non-violent,"['Narcotics Act', 'Narcotics Act']",45,1,0.6114948527191991,0.31014722109080206,Rejected,Middle
Non-violent,"['IPC 420', 'Economic Offenses Act']",26,1,0.6960314069891137,0.4513367251540973,Rejected,Middle
Economic,"['IPC 420', 'Economic Offenses Act']",13,0,0.3424752191863042,0.38419418492597746,Rejected,High
Economic,"['IPC 420', 'Narcotics Act']",1,1,0.10796244811083555,0.43233389987866533,Granted,Low
Non-violent,['IPC 302'],24,0,0.06964586774826564,0.9792618656086425,Granted,High
Cyber Crime,"['Economic Offenses Act', 'Cyber Laws', 'IPC 420']",10,1,0.5889360225625478,0.08863297474958076,Granted,Middle
Violent,"['IPC 302', 'IPC 379']",35,0,0.5206553537341115,0.9222308698387298,Rejected,Low
